1,15,14,3,9,3,2,5,N,2,1.13,N,3,2.35,N,0,0,N,4,3,N
10000,1,1,1,1,1,1,10,N,1,7,N,1,1,N,0,0,N,1,16,N
1000000,4,4,0,3,1,1,3.33,N,0,0,N,0,0,N,0,0,N,3,13.85,N
1000002,7,7,1,6,0,1,18,N,0,0,N,1,.8,N,0,0,N,6,7.22,N
1000017,5,5,0,3,1,0,0,N,0,0,N,0,0,N,0,0,N,1,8.14,N
100002,27,27,2,14,5,7,1.55,N,1,.06,N,2,.87,N,0,0,N,5,4,N
1000030,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000035,9,9,1,7,0,1,1.85,N,0,0,N,0,0,N,1,.62,N,6,3.33,N
1000058,24,24,1,24,2,0,0,N,1,.3,N,1,.56,N,0,0,N,8,3.84,N
1000061,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000062,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000066,23,23,1,22,4,2,2.46,N,2,.1,N,1,.16,N,0,0,N,13,4.69,N
1000076,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000077,4,4,2,4,3,0,0,N,0,0,N,2,3.8,N,0,0,N,4,23.4,N
1000079,32,32,0,22,5,4,2.52,N,5,.35,N,0,0,N,0,0,N,8,2.82,N
100008,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000080,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000105,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100011,140,140,0,128,15,6,.54,N,4,.05,N,0,0,N,0,0,N,26,1.33,N
1000130,2,2,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000132,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000133,2,2,0,1,1,0,0,N,1,.66,N,0,0,N,0,0,N,1,21,N
1000149,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000156,1,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000158,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000165,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000172,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000182,8,8,0,7,4,0,0,N,0,0,N,0,0,N,0,0,N,7,20.23,N
1000186,1,1,0,1,1,1,12,N,0,0,N,0,0,N,0,0,N,1,30,N
1000191,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000209,5,5,0,3,1,1,6.07,N,0,0,N,0,0,N,0,0,N,2,3.66,N
1000210,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000215,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100022,2,2,0,2,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000222,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000229,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000231,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000235,59,59,5,23,4,3,.47,N,3,.15,N,4,.43,N,0,0,N,14,4.18,N
1000246,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000258,5,5,0,2,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000262,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000263,1,1,0,1,1,0,0,N,0,0,N,0,0,N,0,0,N,1,14,N
1000267,6,6,0,2,0,2,12.5,N,0,0,N,1,.13,N,0,0,N,0,0,N
1000273,2,2,0,1,0,1,1.15,N,0,0,N,1,.5,N,0,0,N,1,8,N
1000279,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000288,3,3,0,1,0,0,0,N,1,1,N,0,0,N,0,0,N,0,0,N
1000292,12,12,0,11,3,8,7.53,N,0,0,N,0,0,N,0,0,N,10,6.88,N
1000295,6,6,1,2,1,1,1.5,N,0,0,N,1,1.42,N,0,0,N,1,5,N
1000299,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000300,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000301,6,6,0,6,2,1,1.28,N,0,0,N,0,0,N,0,0,N,6,11.3,N
1000321,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000324,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000342,3,3,0,3,1,0,0,N,0,0,N,0,0,N,0,0,N,2,3.5,N
1000347,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000357,3,3,0,1,1,0,0,N,0,0,N,0,0,N,0,0,N,1,11,N
1000371,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000377,7,7,0,6,2,0,0,N,0,0,N,0,0,N,0,0,N,5,4.53,N
100038,1,1,0,1,0,1,2.66,N,0,0,N,0,0,N,0,0,N,1,2,N
1000386,11,11,0,10,0,0,0,N,0,0,N,0,0,N,0,0,N,1,.14,N
1000395,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000408,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000410,2,2,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000417,18,18,1,8,0,1,.95,N,0,0,N,2,.16,N,0,0,N,3,.66,N
1000427,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000429,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000438,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000439,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,4,N
1000440,8,8,0,4,0,2,.8,N,1,.1,N,0,0,N,0,0,N,2,4,N
1000464,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,15,N
1000465,20,19,3,18,12,0,0,N,2,.7,N,1,.46,N,0,0,N,18,15.03,N
1000484,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000486,9,9,0,9,2,0,0,N,0,0,N,0,0,N,0,0,N,8,6.14,N
1000491,3,3,0,2,0,1,.46,N,0,0,N,0,0,N,0,0,N,0,0,N
1000493,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000495,2,2,0,2,0,0,0,N,1,2.5,N,0,0,N,0,0,N,0,0,N
1000524,8,8,0,8,1,0,0,N,0,0,N,0,0,N,0,0,N,8,7,N
1000527,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000529,3,3,0,3,0,0,0,N,1,2,N,0,0,N,0,0,N,1,.5,N
1000532,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000548,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000551,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,7,N
1000554,7,7,0,6,2,1,3.33,N,0,0,N,0,0,N,0,0,N,2,4.33,N
1000556,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000559,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000562,8,8,0,3,0,1,1.87,N,0,0,N,1,.08,N,0,0,N,1,1,N
1000566,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000581,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000593,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000612,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000629,12,12,0,6,3,3,2.58,N,1,.2,N,0,0,N,0,0,N,4,4.5,N
1000635,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000636,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000652,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,8,N
1000670,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000672,1,1,1,1,1,0,0,N,0,0,N,1,13,N,0,0,N,1,16,N
1000674,5,5,0,3,2,2,2.04,N,0,0,N,0,0,N,0,0,N,2,4,N
1000677,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000681,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000708,4,4,0,3,0,0,0,N,0,0,N,0,0,N,0,0,N,1,1.33,N
1000716,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000722,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000723,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000727,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000728,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000733,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000745,1,1,0,1,1,0,0,N,0,0,N,0,0,N,0,0,N,1,30,N
1000757,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000779,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000781,1,1,0,0,0,1,7,N,0,0,N,0,0,N,0,0,N,0,0,N
1000786,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000787,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000789,3,3,0,1,0,1,11.74,N,0,0,N,0,0,N,0,0,N,0,0,N
1000799,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
10008,26,25,0,6,1,5,.2,N,0,0,N,0,0,N,0,0,N,2,1.5,N
1000800,5,5,0,4,0,0,0,N,0,0,N,1,.42,N,0,0,N,0,0,N
1000829,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000843,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,2,N
1000865,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000867,1,1,0,1,1,0,0,N,0,0,N,0,0,N,0,0,N,1,23,N
1000869,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,3,N
1000879,14,14,1,7,4,7,3.35,N,6,2.5,N,1,.2,N,0,0,N,6,8.11,N
1000904,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100091,4,4,0,2,2,2,2.8,N,0,0,N,0,0,N,0,0,N,2,22,N
1000910,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000939,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1000986,3,3,0,0,0,3,3.45,N,0,0,N,0,0,N,0,0,N,0,0,N
1001002,5,5,0,2,2,1,.33,N,0,0,N,0,0,N,0,0,N,2,7.33,N
1001014,46,46,2,21,1,5,.85,N,6,.56,N,1,.46,N,0,0,N,8,2.84,N
1001040,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001042,2,2,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001051,5,5,0,4,1,0,0,N,0,0,N,0,0,N,0,0,N,3,7.83,N
1001056,2,2,0,0,0,2,4,N,0,0,N,0,0,N,0,0,N,0,0,N
1001065,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001075,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001085,6,6,2,5,1,1,.52,N,0,0,N,5,3.9,N,0,0,N,5,5,N
1001086,21,21,0,13,5,4,6.81,N,1,.07,N,0,0,N,0,0,N,8,7.62,N
1001088,4,4,0,4,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001090,15,15,2,13,3,1,.8,N,0,0,N,2,.9,N,0,0,N,5,3.77,N
1001091,9,9,1,5,0,2,.63,N,0,0,N,1,.9,N,1,.9,N,1,.66,N
1001093,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001098,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001107,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001114,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001118,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100115,73,38,0,59,0,1,0,N,1,.01,N,0,0,N,0,0,N,7,.65,N
1001157,3,3,0,1,0,1,1.75,N,1,1,N,0,0,N,0,0,N,1,18,N
1001167,2,2,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001176,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,10,N
1001178,7,7,0,3,0,0,0,N,0,0,N,0,0,N,0,0,N,2,1.66,N
1001180,3,3,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001181,1,1,0,0,0,1,2,N,0,0,N,0,0,N,0,0,N,0,0,N
1001184,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001190,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001199,103,103,1,61,13,10,1.13,N,11,.78,N,0,0,N,0,0,N,18,2.04,N
1001211,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001240,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001242,12,12,0,5,1,4,1.95,N,1,.77,N,0,0,N,0,0,N,3,4.33,N
1001256,3,3,0,2,0,1,7,N,0,0,N,0,0,N,0,0,N,0,0,N
1001259,1,1,0,1,0,1,1.42,N,0,0,N,0,0,N,0,0,N,0,0,N
1001263,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001266,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001270,2,2,0,2,1,0,0,N,0,0,N,0,0,N,0,0,N,1,3.5,N
1001271,21,21,1,11,1,1,.05,N,2,.69,N,0,0,N,0,0,N,3,2.73,N
1001272,4,4,0,1,0,1,3.04,N,0,0,N,0,0,N,0,0,N,0,0,N
1001275,1,1,0,1,0,1,9.09,N,0,0,N,1,1,N,0,0,N,0,0,N
1001276,2,2,0,1,0,1,1,N,0,0,N,0,0,N,0,0,N,1,3,N
1001288,2,2,0,2,0,0,0,N,0,0,N,0,0,N,0,0,N,2,6,N
10013,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100130,2,2,0,1,0,2,3.16,N,0,0,N,0,0,N,0,0,N,0,0,N
1001304,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001309,2,2,1,0,0,0,0,N,0,0,N,1,2.5,N,0,0,N,0,0,N
1001316,11,11,2,4,2,2,1.61,N,1,.46,N,3,1.66,N,0,0,N,4,7.66,N
1001318,7,7,0,3,2,0,0,N,0,0,N,0,0,N,0,0,N,3,14,N
1001321,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001322,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001328,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001333,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001348,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001349,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001353,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001364,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001381,6,6,0,6,1,0,0,N,0,0,N,0,0,N,0,0,N,1,.71,N
1001383,3,3,0,3,1,0,0,N,1,.5,N,0,0,N,0,0,N,2,2.16,N
100139,164,161,9,80,13,36,1.33,N,18,.36,N,4,.21,N,0,0,N,24,1.92,N
1001454,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001463,21,21,4,19,6,7,4.77,N,0,0,N,4,2,N,0,0,N,14,10.87,N
1001468,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001474,9,9,0,6,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001482,12,12,1,12,3,1,.29,N,0,0,N,1,.8,N,0,0,N,8,7.36,N
1001492,73,2,0,72,1,0,0,N,0,0,N,0,0,N,0,0,N,2,.31,N
1001499,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001507,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001508,3,3,0,1,1,0,0,N,0,0,N,0,0,N,0,0,N,1,15,N
1001510,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001512,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001516,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001519,6,6,1,5,2,2,2,N,1,1.16,N,0,0,N,0,0,N,2,10.6,N
100152,182,182,2,104,10,14,1.68,N,6,.18,N,0,0,N,0,0,N,21,1.58,N
1001524,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001526,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001544,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001546,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001564,2,2,0,1,0,1,1.49,N,0,0,N,0,0,N,0,0,N,0,0,N
1001567,1,1,0,0,0,1,6,N,0,0,N,0,0,N,0,0,N,0,0,N
1001580,2,2,0,2,0,0,0,N,0,0,N,0,0,N,0,0,N,2,14,N
1001593,8,8,1,6,1,0,0,N,0,0,N,1,2.5,N,0,0,N,3,2.2,N
1001600,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001614,2,2,0,1,1,2,2.75,N,0,0,N,0,0,N,0,0,N,1,17,N
1001642,7,7,0,7,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001645,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001654,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001659,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001664,2,2,0,2,0,1,3.33,N,0,0,N,0,0,N,0,0,N,2,8,N
1001665,868,863,14,504,55,15,2.08,N,35,.25,N,12,.07,N,1,0,N,185,2.71,N
1001666,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001668,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001690,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001701,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001704,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001705,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001717,5,5,0,4,2,0,0,N,0,0,N,0,0,N,0,0,N,3,5.8,N
1001729,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001738,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100174,2,2,0,0,0,1,3.22,N,0,0,N,0,0,N,0,0,N,0,0,N
1001743,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001747,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001748,12,12,0,8,3,2,2.84,N,0,0,N,0,0,N,0,0,N,5,14,N
1001752,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001759,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001762,1,1,0,1,1,0,0,N,0,0,N,0,0,N,0,0,N,1,12,N
1001771,1,1,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001782,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001786,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001792,4,4,1,4,1,0,0,N,1,2.8,N,1,.4,N,0,0,N,1,7.2,N
1001796,3,3,0,1,1,0,0,N,0,0,N,1,.5,N,0,0,N,1,24,N
1001799,1,1,1,1,0,0,0,N,1,7,N,0,0,N,0,0,N,1,2,N
1001800,2,2,1,0,0,0,0,N,0,0,N,1,4,N,0,0,N,0,0,N
1001808,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001812,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001829,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001839,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001847,2,2,0,2,1,1,3.5,N,0,0,N,0,0,N,0,0,N,2,5.5,N
1001867,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001874,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001879,1,1,1,1,0,0,0,N,1,7,N,0,0,N,0,0,N,0,0,N
1001886,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001888,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001889,38,38,3,20,7,7,2.08,N,5,.54,N,0,0,N,0,0,N,11,7.62,N
1001890,4,4,0,4,0,0,0,N,0,0,N,0,0,N,0,0,N,4,7.2,N
1001893,2,2,0,0,0,1,1.33,N,0,0,N,0,0,N,0,0,N,0,0,N
1001896,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001912,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001914,2,2,0,2,0,0,0,N,0,0,N,0,0,N,0,0,N,2,5,N
1001924,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001935,24,24,0,18,6,1,.52,N,7,2,N,0,0,N,0,0,N,14,5.52,N
1001944,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,Y,0,0,N
1001949,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001959,24,24,0,19,1,1,.88,N,0,0,N,0,0,N,0,0,N,2,1.3,N
1001978,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1001988,4,4,0,3,1,2,4.6,N,0,0,N,0,0,N,0,0,N,1,11.4,N
1001997,1,1,0,1,1,1,6,N,0,0,N,0,0,N,0,0,N,1,15,N
10020,45,45,0,14,0,22,3,N,0,0,N,1,.03,N,0,0,N,9,3.14,N
1002002,2,2,0,2,1,0,0,N,0,0,N,0,0,N,0,0,N,2,14.5,N
1002003,20,20,0,19,3,0,0,N,0,0,N,0,0,N,0,0,N,8,3.91,N
1002005,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002017,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002022,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002023,3,3,0,3,0,0,0,N,0,0,N,0,0,N,0,0,N,1,3.6,N
1002030,3,3,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002040,4,4,0,3,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002048,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002057,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100206,6,6,0,5,0,2,.46,N,0,0,N,0,0,N,0,0,N,1,1.14,N
1002060,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002062,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002065,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002086,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002101,106,106,0,106,26,0,0,N,0,0,N,1,.01,N,0,0,N,65,4.79,N
1002103,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002104,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002105,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002132,5,5,0,5,2,1,6.11,N,1,.71,N,0,0,N,0,0,N,5,10.85,N
1002133,3,3,0,0,0,3,4.55,N,0,0,N,2,.8,N,0,0,N,0,0,N
1002139,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002140,4,4,0,2,2,1,10.5,N,0,0,N,0,0,N,0,0,N,2,27.6,N
1002149,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002150,2,2,0,1,0,1,10.09,N,0,0,N,1,.66,N,0,0,N,1,2,N
1002153,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002157,1,1,0,0,0,1,3.5,N,0,0,N,0,0,N,0,0,N,0,0,N
1002160,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002161,5,5,0,1,0,0,0,N,0,0,N,0,0,N,0,0,N,1,7,N
100218,5,5,0,4,0,1,1.96,N,0,0,N,0,0,N,0,0,N,2,1.66,N
1002185,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002197,16,16,0,15,2,1,.82,N,0,0,N,0,0,N,0,0,N,3,1.16,N
1002209,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002211,933,265,8,891,21,2,0,N,0,0,N,8,.13,N,1,.08,N,109,.55,N
1002221,1,1,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002230,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002237,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002250,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002254,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
100226,38,38,0,20,5,8,2.24,N,3,.27,N,0,0,N,0,0,N,12,5.34,N
1002267,0,0,0,0,0,0,0,N,0,0,N,0,0,N,0,0,N,0,0,N
1002274,2,2,0,2,0,0,0,N,0,0,N,0,0,N,0,0,N,1,4.8,N
1002300,1,1,0,1,0,0,0,N,0,0,N,1,1,N,0,0,N,1,4,N
1002305,1,1,0,0,0,1,5.72,N,0,0,N,0,0,N,0,0,N,0,0,N
44110,1,1,0,0,0,1,5.72,N,0,0,N,0,0,N,0,0,N,0,0,N
